First Name Unicode,First Name Ascii,Gender,Origin,Meaning,Tags
Crosby,crosby,Neutral,English,Settlement By The Cross,#Celebrity|#Surname
Cross,cross,Neutral,English,Lives Near A Crossing,#Occupational|#Surname
Crue,crue,Male,French,Crew|Team,#Musical|#Place
Cruella,cruella,Female,English,Evil|Cruel,#FictionalCharacter
Cruise,cruise,Neutral,English,Bold|Fierce,
Crusher,crusher,Neutral,American,One Who Crushes,
Cruz,cruz,Male,Spanish,The Cross Of Christ,#Surname
Cruzita,cruzita,Female,Spanish,Little Cross,
Cruzito,cruzito,Male,Spanish,Cross Of Christ,#Celebrity
Crwys,crwys,Neutral,Welsh,Cross,
Crypto,crypto,Neutral,Latin,Hidden,
Crystal,crystal,Female,Latin,Earth Mineral Or Brilliant Glass,#Celebrity|#Nature
